小区名,成交时间,成交价格,成交单价,挂牌价格（万）,成交周期（天）,调价（次）,带看（次）,关注（人）,浏览（次）,房屋户型,所在楼层,总共层数,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建成年代,装修情况,建筑结构,供暖方式,梯户比例,产权年限,配备电梯,链家编号,交易权属,挂牌时间,房屋用途,房屋年限,房权所属,成交价格（历史1）,成交单价（历史1）,成交时间（历史1）,成交价格（历史2）,成交单价（历史2）,成交时间（历史2）,成交价格（历史3）,成交单价（历史3）,成交时间（历史3）,成交价格（历史4）,成交单价（历史4）,成交时间（历史4）,成交价格（历史5）,成交单价（历史5）,成交时间（历史5）,成交价格（历史6）,成交单价（历史6）,成交时间（历史6）,行政区
松榆西里,2017.07.21 ,448万,58963,450,159,6,32,60,4264,3室1厅1厨1卫,中楼层,5,75.98,平层,暂无数据,板楼,东 南,1992,精装,混合结构,集中供暖,一梯两户,70年,无,101101164202,已购公房,2017-02-13,普通住宅,暂无数据,非共有,448,58963,2017-07-21,,,,,,,,,,,,,,,,朝阳
柏林爱乐二期,2017.07.21 ,503万,53924,530,133,8,60,131,9108,2室2厅1厨1卫,低楼层,22,93.28,平层,73.01,塔楼,东 北,2005,精装,钢混结构,集中供暖,两梯六户,70年,有,101101316771,私产,2017-03-11,普通住宅,满五年,非共有,503,53924,2017-07-21,,,,,,,,,,,,,,,,朝阳
十里堡北里,2017.07.21 ,434万,62267,440,57,2,66,40,1665,3室1厅1厨1卫,中楼层,5,69.7,暂无数据,53.2,板楼,南 北,1981,简装,混合结构,集中供暖,一梯两户,70年,无,101101621387,已购公房,2017-05-26,普通住宅,暂无数据,非共有,434,62267,2017-07-21,,,,,,,,,,,,,,,,朝阳
金隅景和园,2017.07.21 ,287万,47715,325,29,0,43,36,2044,1室1厅1厨1卫,中楼层,21,60.15,暂无数据,49.04,板塔结合,南,2011,简装,钢混结构,暂无数据,一梯六户,未知,暂无数据,101101730727,商品房,2017-06-23,普通住宅,满五年,非共有,287,47715,2017-07-21,,,,,,,,,,,,,,,,朝阳
管庄东里,2017.07.21 ,252万,43166,252,2,0,16,0,暂无数据,2室1厅1厨1卫,中楼层,4,58.38,暂无数据,暂无数据,板楼,南 北,1986,其他,砖混结构,集中供暖,一梯两户,70年,无,101101836442,央产房,2017-07-20,普通住宅,暂无数据,暂无数据,252,43166,2017-07-21,,,,,,,,,,,,,,,,朝阳
万科星园,2017.07.21 ,40万,12136,40,3,1,0,0,暂无数据,车位,地下室,0,32.96,暂无数据,暂无数据,塔楼,东,未知,其他,钢混结构,自供暖,暂无数据,40年,有,101101833082,商品房,2017-07-19,车库,暂无数据,暂无数据,40,12136,2017-07-21,,,,,,,,,,,,,,,,朝阳
东湖湾三期,2017.07.21 ,196万,20883,196,6,0,0,0,暂无数据,1室2厅1厨1卫,地下室,28,93.86,暂无数据,暂无数据,板楼,南,2012,其他,钢混结构,集中供暖,两梯三户,70年,有,101101820684,商品房,2017-07-15,普通住宅,暂无数据,暂无数据,196,20883,2017-07-21,,,,,,,,,,,,,,,,朝阳
美立方,2017.07.21 ,650万,66118,660,11,0,9,19,1300,2室1厅1厨2卫,中楼层,17,98.31,暂无数据,79.31,板楼,南 北,2011,精装,钢混结构,集中供暖,两梯四户,70年,有,101101802559,商品房,2017-07-11,普通住宅,满五年,共有,650,66118,2017-07-21,,,,,,,,,,,,,,,,朝阳
浩鸿园,2017.07.21 ,1020万,72754,1120,50,0,4,0,暂无数据,2室1厅1厨2卫,中楼层,26,140.2,平层,暂无数据,塔楼,东,2001,精装,钢混结构,集中供暖,三梯六户,70年,有,101101649672,商品房,2017-06-02,普通住宅,暂无数据,非共有,1020,72754,2017-07-21,,,,,,,,,,,,,,,,朝阳
天居园,2017.07.21 ,400万,67614,428,159,3,43,43,4353,1室0厅1厨1卫,高楼层,32,59.16,平层,47.09,塔楼,西,2008,精装,钢混结构,自供暖,四梯九户,70年,有,101101161150,商品房,2017-02-12,普通住宅,暂无数据,非共有,400,67614,2017-07-21,217,36681,2015-06-13,174,29412,2013-01-28,,,,,,,,,,朝阳
甘露家园,2017.07.21 ,290万,65023,290,37,1,6,0,7,1室1厅1厨1卫,中楼层,5,44.6,暂无数据,暂无数据,板楼,南,1987,简装,混合结构,集中供暖,一梯三户,70年,无,101101699779,已购公房,2017-06-14,普通住宅,满五年,非共有,290,65023,2017-07-21,,,,,,,,,,,,,,,,朝阳
首开常青藤一期,2017.07.21 ,617万,65520,617,10,2,33,129,6241,3室2厅1厨1卫,低楼层,9,94.17,暂无数据,79.06,板楼,南 北,2009,精装,钢混结构,自供暖,一梯两户,70年,有,101101803198,商品房,2017-07-11,普通住宅,满五年,非共有,617,65520,2017-07-21,,,,,,,,,,,,,,,,朝阳
苹果社区南区,2017.07.21 ,475万,95767,496,32,0,4,14,788,1室1厅1厨1卫,高楼层,27,49.6,平层,40.8,板塔结合,北,2005,精装,钢混结构,集中供暖,两梯五户,70年,有,101101717830,商品房,2017-06-19,普通住宅,满两年,非共有,475,95767,2017-07-21,暂无价格,其他公司成交,2015-01,,,,,,,,,,,,,朝阳
苹果社区北区,2017.07.21 ,376万,63557,430,27,0,1,28,1396,1室0厅1厨1卫,低楼层,21,59.16,平层,44.56,板塔结合,南,未知,精装,钢混结构,集中供暖,四梯二十一户,70年,有,101101738005,商品房,2017-06-25,普通住宅,满两年,非共有,376,63557,2017-07-21,,,,,,,,,,,,,,,,朝阳
10AM新坐标,2017.07.21 ,360万,65706,372,33,4,38,71,3414,1室1厅1厨1卫,低楼层,30,54.79,暂无数据,41.9,塔楼,南,2005,精装,钢混结构,集中供暖,四梯十四户,70年,有,101101715404,商品房,2017-06-19,普通住宅,满两年,非共有,360,65706,2017-07-21,205,37416,2014-06-11,,,,,,,,,,,,,朝阳
中海城香克林,2017.07.21 ,865万,63218,930,39,2,2,19,1378,3室1厅1厨2卫,低楼层,18,136.83,暂无数据,113.78,塔楼,东 西,2010,精装,钢混结构,集中供暖,两梯四户,70年,有,101101694878,商品房,2017-06-13,普通住宅,满五年,非共有,865,63218,2017-07-21,,,,,,,,,,,,,,,,朝阳
南沙滩小区,2017.07.21 ,175万,24125,620,6,0,12,20,860,3室1厅1厨1卫,低楼层,6,72.54,暂无数据,暂无数据,板楼,南 北,1990,精装,混合结构,集中供暖,一梯三户,70年,无,101101821389,商品房,2017-07-16,普通住宅,满两年,非共有,175,24125,2017-07-21,,,,,,,,,,,,,,,,朝阳
世华泊郡,2017.07.21 ,660万,74409,750,18,1,34,13,1541,2室2厅1厨1卫,低楼层,27,88.7,暂无数据,69.72,板塔结合,南,2012,精装,钢混结构,集中供暖,两梯三户,70年,有,101101773655,商品房,2017-07-04,普通住宅,满两年,非共有,660,74409,2017-07-21,,,,,,,,,,,,,,,,朝阳
珠江罗马嘉园西区,2017.07.21 ,720万,66946,780,29,3,13,29,1648,2室2厅1厨1卫,高楼层,17,107.55,暂无数据,87.79,塔楼,东,2005,精装,钢混结构,集中供暖,两梯三户,70年,有,101101727529,私产,2017-06-22,普通住宅,满五年,非共有,720,66946,2017-07-21,,,,,,,,,,,,,,,,朝阳
柳芳北里,2017.07.21 ,360万,85919,360,9,0,32,65,2220,1室1厅1厨1卫,中楼层,6,41.9,暂无数据,28.66,板楼,南,1988,精装,混合结构,集中供暖,一梯三户,70年,无,101101807348,商品房,2017-07-12,普通住宅,满五年,非共有,360,85919,2017-07-21,123,29356,2012-04-16,,,,,,,,,,,,,朝阳
10AM新坐标,2017.07.21 ,433万,69963,433,92,6,36,64,3616,1室1厅1厨1卫,高楼层,30,61.89,平层,47.33,塔楼,南,2005,精装,钢混结构,集中供暖,四梯十三户,70年,有,101101496560,商品房,2017-04-20,普通住宅,满五年,共有,433,69963,2017-07-21,166,26822,2012-05-28,,,,,,,,,,,,,朝阳
柳芳北里,2017.07.21 ,216万,25940,216,2,0,1,0,暂无数据,3室1厅1厨1卫,高楼层,18,83.27,暂无数据,暂无数据,塔楼,西南,1987,其他,钢混结构,集中供暖,两梯七户,70年,有,101101835348,已购公房,2017-07-19,普通住宅,暂无数据,暂无数据,216,25940,2017-07-21,,,,,,,,,,,,,,,,朝阳
双龙南里,2017.07.21 ,346万,59359,360,7,1,26,33,1205,2室1厅1厨1卫,低楼层,6,58.29,暂无数据,暂无数据,板楼,东南,1994,简装,混合结构,暂无数据,一梯三户,70年,无,101101813256,商品房,2017-07-14,普通住宅,满五年,非共有,346,59359,2017-07-21,,,,,,,,,,,,,,,,朝阳
翠成馨园,2017.07.21 ,666万,46097,690,59,1,45,0,9,3室2厅1厨2卫,中楼层,13,144.48,暂无数据,114.1,板塔结合,南 北,2006,简装,钢混结构,集中供暖,两梯三户,70年,有,101101614579,一类经济适用房,2017-05-24,普通住宅,满五年,非共有,666,46097,2017-07-21,,,,,,,,,,,,,,,,朝阳
苹果社区北区,2017.07.21 ,650万,99177,700,33,0,36,184,6412,3室2厅1厨2卫,中楼层,12,65.54,暂无数据,50.44,板塔结合,南,2006,精装,钢混结构,集中供暖,三梯十二户,70年,有,101101714268,商品房,2017-06-18,公寓,满五年,共有,650,99177,2017-07-21,,,,,,,,,,,,,,,,朝阳
保利嘉园三号院,2017.07.21 ,423.2万,47717,445,25,2,57,149,18510,2室1厅1厨1卫,低楼层,29,88.69,平层,71.95,塔楼,南 北,2010,精装,钢混结构,自供暖,两梯六户,70年,有,101101743231,限价商品房,2017-06-26,普通住宅,满五年,非共有,423.2,47717,2017-07-21,,,,,,,,,,,,,,,,朝阳
润泽悦溪,2017.07.21 ,29万,8056,29,6,0,1,0,暂无数据,车位,地下室,0,36,暂无数据,暂无数据,板楼,南,未知,其他,钢混结构,自供暖,暂无数据,50年,有,101101818750,商品房,2017-07-15,车库,暂无数据,暂无数据,29,8056,2017-07-21,,,,,,,,,,,,,,,,朝阳
芍药居北里,2017.07.21 ,658万,69169,708,81,2,50,108,4722,2室1厅1厨1卫,中楼层,28,95.13,暂无数据,73.45,板塔结合,南 北,2008,精装,钢混结构,集中供暖,两梯四户,70年,有,101101533476,二类经济适用房,2017-05-01,普通住宅,满两年,非共有,658,69169,2017-07-21,,,,,,,,,,,,,,,,朝阳
武圣东里,2017.07.21 ,258.5万,67143,265,39,3,21,50,1461,1室1厅1厨1卫,低楼层,16,38.5,暂无数据,36,塔楼,南,1985,简装,钢混结构,集中供暖,两梯七户,70年,有,101101692854,商品房,2017-06-12,普通住宅,暂无数据,非共有,258.5,67143,2017-07-21,156,40520,2016-02-21,,,,,,,,,,,,,朝阳
西坝河东里,2017.07.21 ,556万,72909,560,2,0,13,19,591,3室1厅1厨1卫,底层,3,76.26,暂无数据,57.21,板楼,东 南 北,1984,简装,混合结构,集中供暖,一梯三户,70年,无,101101835855,已购公房,2017-07-19,普通住宅,满两年,非共有,556,72909,2017-07-21,,,,,,,,,,,,,,,,朝阳
育慧里二区,2017.07.21 ,440万,70423,480,115,3,65,82,4543,2室2厅1厨1卫,高楼层,6,62.48,平层,暂无数据,板楼,南 北,1990,其他,混合结构,集中供暖,一梯两户,70年,无,101101399044,商品房,2017-03-28,普通住宅,满五年,非共有,440,70423,2017-07-21,162.2,25961,2012-02-05,,,,,,,,,,,,,朝阳
华腾园,2017.07.21 ,718.5万,69267,777,108,9,20,79,4685,3室2厅1厨1卫,高楼层,28,103.73,平层,85.17,塔楼,西南,2003,精装,钢混结构,集中供暖,三梯十二户,70年,有,101101432605,商品房,2017-04-04,普通住宅,满两年,非共有,718.5,69267,2017-07-21,,,,,,,,,,,,,,,,朝阳
金港国际,2017.07.20 ,971万,89792,1020,37,1,28,2,122,2室2厅1厨1卫,底层,16,108.14,平层,92.12,板楼,南 北,2005,精装,钢混结构,集中供暖,一梯两户,70年,有,101101699341,私产,2017-06-14,普通住宅,满五年,非共有,971,89792,2017-07-20,,,,,,,,,,,,,,,,朝阳
远洋一方北润园,2017.07.20 ,529万,60966,530,80,2,1,74,4508,2室1厅1厨1卫,中楼层,18,86.77,暂无数据,70.84,板塔结合,南 北,2011,其他,钢混结构,自供暖,两梯三户,70年,有,101101536690,商品房,2017-05-02,普通住宅,满两年,非共有,529,60966,2017-07-20,暂无价格,自行成交,2013-10,,,,,,,,,,,,,朝阳
摩码大厦,2017.07.20 ,253万,75636,260,18,1,1,22,1100,1室1厅1厨1卫,中楼层,20,33.45,暂无数据,25.98,塔楼,南,2003,其他,钢混结构,集中供暖,三梯三十五户,70年,有,101101768692,私产,2017-07-02,普通住宅,满五年,非共有,253,75636,2017-07-20,,,,,,,,,,,,,,,,朝阳
天天朝阳,2017.07.20 ,271万,71148,275,16,1,8,2,14,1室0厅1厨1卫,低楼层,16,38.09,平层,28.57,塔楼,西,2005,精装,钢混结构,自供暖,两梯十一户,70年,有,101101778209,商品房,2017-07-05,普通住宅,满五年,共有,271,71148,2017-07-20,,,,,,,,,,,,,,,,朝阳
垡头北里,2017.07.20 ,312万,54026,340,61,0,27,80,2929,2室1厅1厨1卫,底层,6,57.75,暂无数据,46,板楼,南 北,1987,其他,混合结构,集中供暖,一梯三户,70年,无,101101605875,已购公房,2017-05-21,普通住宅,满两年,非共有,312,54026,2017-07-20,,,,,,,,,,,,,,,,朝阳
10AM新坐标,2017.07.20 ,295万,65064,303,68,3,28,28,1848,1室0厅1厨1卫,中楼层,25,45.34,平层,34.15,塔楼,北,2005,简装,钢混结构,集中供暖,三梯十七户,70年,有,101101581482,商品房,2017-05-14,普通住宅,满五年,共有,295,65064,2017-07-20,,,,,,,,,,,,,,,,朝阳
富力城D区,2017.07.20 ,35万,11930,35,1,0,0,0,暂无数据,车位,地下室,0,29.34,暂无数据,暂无数据,平房,南,2004,其他,钢混结构,集中供暖,暂无数据,40年,有,101101837735,商品房,2017-07-20,车库,暂无数据,暂无数据,35,11930,2017-07-20,30,10512,2015-10-16,,,,,,,,,,,,,朝阳
汇成家园,2017.07.20 ,688万,65970,750,67,2,14,41,2359,2室1厅1厨1卫,中楼层,9,104.29,平层,90.56,板楼,南 北,2007,精装,钢混结构,自供暖,一梯两户,70年,有,101101585180,商品房,2017-05-15,普通住宅,满五年,非共有,688,65970,2017-07-20,,,,,,,,,,,,,,,,朝阳
望京西园一区,2017.07.20 ,395万,65812,420,77,3,11,63,3221,1室1厅1厨1卫,中楼层,18,60.02,暂无数据,47.77,塔楼,北,2001,精装,钢混结构,集中供暖,两梯十户,70年,有,101101547408,私产,2017-05-04,普通住宅,满五年,非共有,395,65812,2017-07-20,,,,,,,,,,,,,,,,朝阳
北苑家园清友园,2017.07.20 ,606万,43910,650,14,2,20,12,1047,4室1厅1厨2卫,中楼层,25,138.01,平层,116.21,塔楼,西北,2001,毛坯,钢混结构,集中供暖,三梯八户,70年,有,101101783229,私产,2017-07-06,普通住宅,满五年,非共有,606,43910,2017-07-20,,,,,,,,,,,,,,,,朝阳
公园五号,2017.07.20 ,24.1万,5606,24.1,8,0,0,0,暂无数据,车位,地下室,0,42.99,暂无数据,暂无数据,暂无数据,东,未知,其他,钢混结构,暂无数据,暂无数据,70年,有,101101809079,商品房,2017-07-13,车库,暂无数据,暂无数据,24.1,5606,2017-07-20,,,,,,,,,,,,,,,,朝阳
CBD传奇,2017.07.20 ,16万,4572,16,3,0,0,0,暂无数据,车位,地下室,0,35,暂无数据,11.98,暂无数据,东,2008,其他,钢混结构,集中供暖,暂无数据,50年,有,101101827799,商品房,2017-07-17,车库,满五年,非共有,16,4572,2017-07-20,,,,,,,,,,,,,,,,朝阳
上林世家,2017.07.20 ,25万,7650,20,13,0,0,0,暂无数据,车位,地下室,0,32.68,暂无数据,暂无数据,暂无数据,北,未知,其他,未知结构,暂无数据,暂无数据,50年,暂无数据,101101789255,商品房,2017-07-08,车库,暂无数据,暂无数据,25,7650,2017-07-20,,,,,,,,,,,,,,,,朝阳
上林世家,2017.07.20 ,640万,23273,1,13,0,1,0,暂无数据,4室2厅1厨2卫,中楼层,18,275,暂无数据,暂无数据,板楼,南 北,2012,其他,钢混结构,集中供暖,两梯两户,70年,有,101101788184,商品房,2017-07-08,普通住宅,暂无数据,暂无数据,640,23273,2017-07-20,,,,,,,,,,,,,,,,朝阳
育慧西里,2017.07.20 ,662万,65261,690,142,1,57,147,15175,3室1厅1厨1卫,中楼层,16,101.44,平层,暂无数据,塔楼,东北,1996,精装,钢混结构,集中供暖,两梯六户,70年,有,101101255921,已购公房,2017-03-01,普通住宅,满五年,非共有,662,65261,2017-07-20,,,,,,,,,,,,,,,,朝阳
华严北里3号院,2017.07.20 ,448万,81827,470,26,0,5,22,730,2室1厅1厨1卫,中楼层,6,54.75,暂无数据,暂无数据,板楼,南 北,1986,简装,混合结构,暂无数据,一梯三户,70年,无,101101737785,商品房,2017-06-25,普通住宅,满五年,非共有,448,81827,2017-07-20,,,,,,,,,,,,,,,,朝阳
胜古南里,2017.07.20 ,329万,79991,345,78,4,42,94,4542,1室1厅1厨1卫,中楼层,14,41.13,暂无数据,暂无数据,塔楼,东,1988,简装,钢混结构,集中供暖,一梯七户,70年,暂无数据,101101545067,商品房,2017-05-04,普通住宅,满五年,共有,329,79991,2017-07-20,127,30878,2012-03-19,,,,,,,,,,,,,朝阳
10AM新坐标,2017.07.20 ,227万,81920,230,2,1,2,25,692,1室0厅1厨1卫,低楼层,29,27.71,暂无数据,19.64,塔楼,西,2005,其他,钢混结构,集中供暖,三梯二十户,70年,有,101101831786,商品房,2017-07-18,普通住宅,满五年,非共有,227,81920,2017-07-20,,,,,,,,,,,,,,,,朝阳
北苑家园茉藜园,2017.07.20 ,383万,59445,410,78,3,162,107,6754,1室1厅1厨1卫,中楼层,15,64.43,平层,53.28,板楼,东,2004,精装,钢混结构,集中供暖,一梯三户,70年,有,101101543764,商品房,2017-05-03,普通住宅,满两年,非共有,383,59445,2017-07-20,暂无价格,其他公司成交,2014-10,,,,,,,,,,,,,朝阳
安慧北里逸园,2017.07.20 ,572万,64589,580,29,0,96,323,30032,2室2厅1厨1卫,中楼层,26,88.56,暂无数据,69.54,塔楼,东南,1999,简装,钢混结构,集中供暖,两梯十户,70年,有,101101725205,私产,2017-06-21,普通住宅,满五年,非共有,572,64589,2017-07-20,,,,,,,,,,,,,,,,朝阳
北苑家园绣菊园南区,2017.07.20 ,495万,51211,515,159,7,100,377,21797,2室1厅1厨1卫,中楼层,25,96.66,平层,76.3,塔楼,东南,2005,精装,钢混结构,集中供暖,三梯十户,70年,有,101101156365,商品房,2017-02-12,普通住宅,满五年,非共有,495,51211,2017-07-20,,,,,,,,,,,,,,,,朝阳
南平里,2017.07.20 ,275万,42011,300,40,0,7,57,2578,2室1厅1厨1卫,中楼层,6,65.46,暂无数据,48.51,板楼,南 北,1998,其他,混合结构,集中供暖,一梯三户,70年,无,101101687271,商品房,2017-06-11,普通住宅,满两年,非共有,275,42011,2017-07-20,,,,,,,,,,,,,,,,朝阳
朝阳无限,2017.07.20 ,8万,2697,20,1,0,1,0,暂无数据,车位,地下室,0,29.67,暂无数据,暂无数据,板楼,南,2004,其他,钢混结构,集中供暖,暂无数据,40年,无,101101836532,商品房,2017-07-20,车库,暂无数据,暂无数据,8,2697,2017-07-20,,,,,,,,,,,,,,,,朝阳
银领国际,2017.07.20 ,729万,64066,740,16,0,21,31,1235,2室2厅1厨2卫,高楼层,26,113.79,暂无数据,91.96,塔楼,南 北,2003,简装,钢混结构,集中供暖,三梯八户,70年,有,101101776156,商品房,2017-07-05,普通住宅,满五年,共有,729,64066,2017-07-20,,,,,,,,,,,,,,,,朝阳
兴隆家园,2017.07.20 ,470万,65378,485,77,2,11,63,2879,2室2厅1厨1卫,中楼层,6,71.89,平层,63.99,板楼,南 北,2000,简装,混合结构,集中供暖,一梯两户,70年,无,101101545927,私产,2017-05-04,普通住宅,满五年,非共有,470,65378,2017-07-20,,,,,,,,,,,,,,,,朝阳
金隅景和园,2017.07.20 ,304万,50541,320,36,2,7,21,1651,1室1厅1厨1卫,高楼层,21,60.15,暂无数据,49.04,板塔结合,南,2011,精装,钢混结构,暂无数据,一梯六户,未知,暂无数据,101101698918,商品房,2017-06-14,普通住宅,满五年,非共有,304,50541,2017-07-20,,,,,,,,,,,,,,,,朝阳
北苑家园茉藜园,2017.07.20 ,351万,53312,360,69,3,140,101,8763,1室1厅1厨1卫,低楼层,26,65.84,平层,52.58,塔楼,东南,2004,精装,钢混结构,集中供暖,三梯十户,70年,有,101101574522,商品房,2017-05-12,普通住宅,满五年,非共有,351,53312,2017-07-20,,,,,,,,,,,,,,,,朝阳
圣馨大地,2017.07.20 ,1030万,70188,1130,40,1,19,19,1512,3室2厅1厨2卫,高楼层,24,146.75,暂无数据,117.22,塔楼,西北,2001,简装,钢混结构,集中供暖,三梯六户,70年,有,101101683128,私产,2017-06-10,普通住宅,满五年,非共有,1030,70188,2017-07-20,,,,,,,,,,,,,,,,朝阳
CLASS,2017.07.20 ,2128万,96781,2350,20,0,2,0,暂无数据,4室2厅1厨3卫,中楼层,6,219.88,暂无数据,181.68,板楼,南 北,2004,其他,钢混结构,自供暖,一梯一户,70年,有,101101756404,商品房,2017-06-30,普通住宅,暂无数据,暂无数据,2128,96781,2017-07-20,,,,,,,,,,,,,,,,朝阳
丰和园,2017.07.19 ,970.8万,104007,1110,15,2,38,30,3934,2室2厅1厨1卫,顶层,26,93.34,暂无数据,70.09,板楼,南,2009,精装,钢混结构,集中供暖,两梯五户,70年,有,101101776013,商品房,2017-07-04,普通住宅,满五年,非共有,970.8,104007,2017-07-19,,,,,,,,,,,,,,,,朝阳
潘家园南里,2017.07.19 ,350万,60252,377,13,0,18,0,暂无数据,2室1厅1厨1卫,高楼层,6,58.09,暂无数据,暂无数据,板楼,南 北,1994,简装,混合结构,集中供暖,一梯两户,70年,无,101101783678,已购公房,2017-07-06,普通住宅,暂无数据,非共有,350,60252,2017-07-19,,,,,,,,,,,,,,,,朝阳
万科星园,2017.07.19 ,1140万,82525,1242,67,0,58,61,4949,3室1厅1厨2卫,中楼层,31,138.14,暂无数据,112.86,塔楼,东南 北,2000,精装,钢混结构,自供暖,三梯六户,70年,有,101101581750,商品房,2017-05-14,普通住宅,满两年,共有,1140,82525,2017-07-19,,,,,,,,,,,,,,,,朝阳
翠成馨园,2017.07.19 ,399万,43493,415,97,6,61,146,12439,2室1厅1厨1卫,高楼层,28,91.74,平层,75.79,塔楼,西南,2009,精装,钢混结构,自供暖,三梯八户,70年,有,101101469793,一类经济适用房,2017-04-13,普通住宅,满五年,非共有,399,43493,2017-07-19,,,,,,,,,,,,,,,,朝阳
华亭嘉园,2017.07.19 ,989万,64034,1000,18,0,33,54,4705,3室1厅1厨2卫,中楼层,32,154.45,暂无数据,126.38,塔楼,东南 北,2000,精装,钢混结构,集中供暖,三梯七户,70年,有,101101763938,商品房,2017-07-01,公寓,暂无数据,非共有,989,64034,2017-07-19,,,,,,,,,,,,,,,,朝阳
双惠小区,2017.07.19 ,422万,50838,448,44,2,26,33,3076,2室1厅1厨1卫,高楼层,6,83.01,平层,73.62,板楼,南 北,2004,简装,砖混结构,暂无数据,一梯两户,70年,无,101101666617,商品房,2017-06-06,普通住宅,满五年,非共有,422,50838,2017-07-19,,,,,,,,,,,,,,,,朝阳
三里屯东,2017.07.19 ,460万,76540,480,4,0,1,0,暂无数据,2室1厅1厨1卫,中楼层,5,60.1,暂无数据,45.1,板楼,南,1965,精装,钢混结构,集中供暖,一梯三户,70年,无,101101820974,商品房,2017-07-16,普通住宅,满五年,非共有,460,76540,2017-07-19,,,,,,,,,,,,,,,,朝阳
